Protein Construct,Date,Stock Concentration mg/mL,pH,A400,A280_1hr,A280_48-72hr,Stock ID,vWA ID
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5,1.99,0.004,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5,2.28,0.012,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5.5,3.01,0.022,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5.5,3.07,0.032,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5.5,2.94,0.041,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5.5,2.9,0.07,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5.5,2.9,0.06,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5.5,2.74,0.06,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6,2.3,0.015,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6,2.14,0.013,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6,2.24,0.008,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6,2.17,0.04,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6,2.18,0.009,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6,2.3,0.005,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6.5,2.71,0.357,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6.5,2.73,0.332,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6.5,2.45,0.284,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6.5,2.78,0.341,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6.5,2.69,0.331,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,6.5,2.53,0.319,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7,1.14,0.896,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7,1.27,0.758,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7,1.42,0.69,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7,1.16,0.856,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7,1.32,0.95,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7,1.22,0.769,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7.5,0.73,0.92,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7.5,0.71,0.909,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7.5,0.75,0.869,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7.5,0.6,0.899,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7.5,0.62,0.903,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,7.5,0.65,0.965,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8,-0.04,0.905,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8,0.01,0.902,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8,0.01,0.891,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8,0.2,0.896,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8,0.4,0.884,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8,0.55,0.876,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8.5,0.01,0.937,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8.5,0.02,0.933,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8.5,0.07,0.931,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8.5,0.04,0.918,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8.5,0.05,0.936,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,8.5,0.04,0.95,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,9,0.31,0.923,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,9,0.32,0.922,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,9,0.3,0.903,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,9,0.26,0.924,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,9,0.29,0.917,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,9,0.31,0.913,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4,4.52,0.083,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4,4.58,0.067,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4,3.76,0.098,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4,2.95,0.047,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4,2.89,0.044,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4,2.85,0.033,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4.5,-0.01,1.01,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4.5,0,0.988,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4.5,0,0.971,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4.5,0.03,1,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4.5,0.03,0.988,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,4.5,0.16,0.985,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5,0.02,0.963,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5,0,0.954,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5,0.02,0.969,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5,0,0.955,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5,-0.02,0.972,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5,0,0.98,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5.5,0.05,0.988,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5.5,0,0.999,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5.5,-0.01,1.034,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5.5,0,1.001,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5.5,-0.02,0.985,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,5.5,0,0.999,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6,0.05,0.933,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6,0,0.934,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6,0.04,0.949,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6,0.01,0.956,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6,0,0.942,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6,0.03,0.953,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6.5,0.06,0.955,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6.5,0.04,0.972,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6.5,0.04,0.974,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6.5,0.02,0.983,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6.5,0,0.973,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,6.5,0.03,0.973,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7,0.07,0.952,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7,0.07,0.977,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7,0.17,0.971,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7,0,0.99,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7,0.02,0.988,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7,0.04,0.984,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7.5,0.03,0.991,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7.5,0.02,0.999,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7.5,0.03,1,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7.5,0,1.005,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7.5,0.01,0.989,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,7.5,0.03,1.003,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8,0.03,0.987,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8,0.02,0.993,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8,0.03,0.987,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8,0.03,0.987,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8,0.02,0.987,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8,0.02,0.998,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8.5,0.05,0.987,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8.5,0,0.998,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8.5,0.02,0.988,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8.5,-0.01,1,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8.5,0.01,0.991,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,8.5,0.04,0.994,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,9,-0.03,0.962,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,9,-0.03,0.961,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,9,0.01,0.953,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,9,-0.03,0.964,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,9,0,0.987,,,
2Trig-10xHis-1TEL-SR-DARPin,6/12/2025,5.082,9,0.03,0.991,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4,2.31,0.06,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4,2.35,0.053,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4,1.73,0.085,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4,2.04,0.09,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4,2.43,0.097,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4,1.91,1.57,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4.5,3.56,0.144,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4.5,3.42,0.121,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4.5,4.66,0.12,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4.5,3.42,0.199,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4.5,3.59,0.206,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,4.5,3.52,0.203,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5,0.35,1.307,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5,1.17,1.01,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5,0.39,1.049,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5,0.05,1.082,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5,0.04,1.129,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5,0.05,1.076,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5.5,0.01,1.4,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5.5,0,1.385,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5.5,0.01,1.417,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5.5,0,1.43,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5.5,0.04,1.453,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,5.5,0,1.532,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6,-0.02,1.339,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6,0.01,1.429,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6,0.06,1.366,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6,0.01,1.373,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6,0.03,1.411,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6,0.04,1.437,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6.5,0.04,0.93,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6.5,0.06,0.277,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6.5,-0.31,0.586,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6.5,0.03,1.685,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6.5,0.04,1.248,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,6.5,0.06,1.256,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7,0.01,1.699,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7,0.02,1.712,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7,0.09,1.73,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7,0.01,1.714,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7,0.09,1.728,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7,0.1,1.74,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7.5,0.16,2.008,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7.5,0.02,1.997,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7.5,0.04,2.006,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7.5,0.02,2.011,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7.5,0.03,2.027,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,7.5,0.07,2.079,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8,0.02,1.207,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8,0.03,1.211,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8,0.06,1.205,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8,0,1.211,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8,0.05,1.187,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8,0.09,1.85,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8.5,-0.02,1.24,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8.5,-0.03,1.221,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8.5,-0.01,1.23,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8.5,-0.03,1.252,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8.5,-0.02,1.229,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,8.5,0,1.257,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,9,-0.02,1.653,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,9,-0.02,1.996,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,9,-0.02,1.687,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,9,0.02,1.656,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,9,-0.03,1.65,,,
10xHis-1TEL-SR-DARPin,6/24/2025,5.3,9,-0.01,1.641,,,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4,3.25,0.073,0.029,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4,4.32,0.066,0.014,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4,4.2,0.055,0.018,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4,4.5,0.292,0.286,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4,4.74,0.067,0.072,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4,4.84,0.069,0.056,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4.5,1.18,0.101,0.032,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4.5,2.7,0.083,0.038,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4.5,3.57,0.075,0.039,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4.5,3.71,0.156,0.038,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4.5,4.59,0.156,0.02,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,4.5,4.7,0.142,0.034,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5,-0.02,1.162,0.25,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5,0.12,1.089,0.232,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5,0.12,1.096,0.242,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5,0.02,1.192,0.288,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5,0.02,1.167,0.259,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5,0.05,1.135,0.247,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5.5,-0.02,1.206,0.951,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5.5,0,1.212,0.946,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5.5,0.01,1.186,0.926,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5.5,-0.02,1.205,0.949,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5.5,-0.01,1.182,0.941,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,5.5,0,1.162,0.943,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6,-0.01,1.176,0.958,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6,0.01,1.165,0.944,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6,0.02,1.151,0.958,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6,0.01,1.192,0.945,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6,0.14,1.154,0.938,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6,0.06,1.153,0.966,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6.5,0.11,1.094,0.734,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6.5,0.17,1.085,0.742,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6.5,0.19,1.051,0.741,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6.5,0.29,1.127,0.728,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6.5,0.26,1.099,0.747,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,6.5,0.34,1.088,0.766,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7,0.01,1.163,0.939,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7,0.02,1.168,0.916,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7,0.03,1.133,0.936,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7,-0.05,1.152,0.944,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7,0.03,1.125,0.962,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7,0.04,1.134,0.965,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7.5,-0.02,1.147,0.892,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7.5,-0.03,1.154,0.895,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7.5,-0.04,1.142,0.906,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7.5,-0.08,1.265,0.869,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7.5,-0.08,1.179,0.898,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,7.5,-0.08,1.142,0.903,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8,0,1.21,0.924,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8,0.02,1.2,0.936,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8,0.01,1.192,0.961,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8,0.03,1.225,0.916,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8,0.04,1.21,0.924,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8,0.03,1.2,0.916,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8.5,0.03,1.207,0.905,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8.5,-0.01,1.201,0.929,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8.5,0,1.181,0.928,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8.5,0.01,1.202,0.939,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8.5,0.03,1.201,0.94,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,8.5,0.01,1.183,0.933,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,9,0.05,1.215,0.94,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,9,0.02,1.22,0.953,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,9,0.06,1.209,0.95,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,9,0.02,1.231,0.946,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,9,0.01,1.225,0.942,S9,
10xHis-1TEL-TV-vWA (Gravity),7/3/2025,5.11,9,0.05,1.197,0.959,S9,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4,3.11^,0.07,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4,3.65^,0.059,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4,4.02^,0.067,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4,4.49,0.07,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4,4.74,0.059,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4,4.96,0.051,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4.5,3.93,0.142,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4.5,4.27,0.128,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4.5,4.42,0.108,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4.5,4.13,0.126,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4.5,4.47,0.114,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,4.5,4.66,0.091,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5,0.02,0.922,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5,0.03,0.893,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5,0.05,0.898,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5,0.01,0.905,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5,0.02,0.869,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5,0.02,0.935,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5.5,0.02,0.993,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5.5,0.03,0.969,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5.5,0.05,0.989,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5.5,0.03,0.987,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5.5,0.06,0.985,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,5.5,0.05,0.962,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6,0,0.908,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6,-0.1,0.901,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6,0,0.924,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6,-0.02,0.91,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6,-0.02,0.925,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6,0.01,9.33,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6.5,0.01,0.835,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6.5,0.03,0.832,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6.5,0.08,0.863,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6.5,0.01,0.8,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6.5,0.02,0.802,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,6.5,0.08,0.786,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7,0.02,0.972,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7,0.1,0.973,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7,0.12,0.971,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7,0.02,0.973,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7,0.07,0.989,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7,0.08,0.979,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7.5,0.02,1.085,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7.5,-0.01,1.095,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7.5,0.04,1.091,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7.5,0.25,1.084,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7.5,0.23,1.099,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,7.5,0.12,1.087,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,8,-0.01,0.907,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,8,0.03,0.909,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,8,0.05,0.916,,,
10xHis-1TEL-TV-vWA (Gravity),7/31/2025,4.958,8,-0.03,0.906,,,
